Jour_Semaine,Date_du_mois,Mois,ANNEE,Effectif,numero_mois,numero_jour
Samedi,12,Septembre,2009,9264,9,6
Dimanche,13,Septembre,2009,7871,9,7
Lundi,14,Septembre,2009,13393,9,1
Mardi,15,Septembre,2009,14558,9,2
Mercredi,16,Septembre,2009,14130,9,3
Jeudi,17,Septembre,2009,14095,9,4
Vendredi,18,Septembre,2009,13951,9,5
Samedi,19,Septembre,2009,9032,9,6
Dimanche,20,Septembre,2009,8014,9,7
Lundi,21,Septembre,2009,13415,9,1
Mardi,22,Septembre,2009,14318,9,2
Mercredi,23,Septembre,2009,13973,9,3
Jeudi,24,Septembre,2009,14048,9,4
Vendredi,25,Septembre,2009,13449,9,5
Samedi,26,Septembre,2009,9013,9,6
Dimanche,27,Septembre,2009,7817,9,7
Lundi,28,Septembre,2009,12723,9,1
Mardi,29,Septembre,2009,13829,9,2
Mercredi,30,Septembre,2009,13465,9,3
Jeudi,1,Octobre,2009,13628,10,4
Vendredi,2,Octobre,2009,13264,10,5
Samedi,3,Octobre,2009,8548,10,6
Dimanche,4,Octobre,2009,7443,10,7
Lundi,5,Octobre,2009,12559,10,1
Mardi,6,Octobre,2009,13674,10,2
Mercredi,7,Octobre,2009,13078,10,3
Jeudi,8,Octobre,2009,13174,10,4
Vendredi,9,Octobre,2009,12706,10,5
Samedi,10,Octobre,2009,8577,10,6
Dimanche,11,Octobre,2009,7268,10,7
Lundi,12,Octobre,2009,12105,10,1
Mardi,13,Octobre,2009,12941,10,2
Mercredi,14,Octobre,2009,12882,10,3
Jeudi,15,Octobre,2009,13115,10,4
Vendredi,16,Octobre,2009,12605,10,5
Samedi,17,Octobre,2009,8155,10,6
Dimanche,18,Octobre,2009,7356,10,7
Lundi,19,Octobre,2009,12056,10,1
Mardi,20,Octobre,2009,13142,10,2
Mercredi,21,Octobre,2009,12924,10,3
Jeudi,22,Octobre,2009,12935,10,4
Vendredi,23,Octobre,2009,12621,10,5
Samedi,24,Octobre,2009,8353,10,6
Dimanche,25,Octobre,2009,7120,10,7
Lundi,26,Octobre,2009,12238,10,1
Mardi,27,Octobre,2009,13230,10,2
Mercredi,28,Octobre,2009,13043,10,3
Jeudi,29,Octobre,2009,12683,10,4
Vendredi,30,Octobre,2009,11978,10,5
Samedi,31,Octobre,2009,7658,10,6
Dimanche,1,Novembre,2009,7519,11,7
Lundi,2,Novembre,2009,12212,11,1
Mardi,3,Novembre,2009,13205,11,2
Mercredi,4,Novembre,2009,12743,11,3
Jeudi,5,Novembre,2009,12805,11,4
Vendredi,6,Novembre,2009,12314,11,5
Samedi,7,Novembre,2009,8044,11,6
Dimanche,8,Novembre,2009,7260,11,7
Lundi,9,Novembre,2009,11874,11,1
Mardi,10,Novembre,2009,13287,11,2
Mercredi,11,Novembre,2009,12889,11,3
Jeudi,12,Novembre,2009,12751,11,4
Vendredi,13,Novembre,2009,11739,11,5
Samedi,14,Novembre,2009,8281,11,6
Dimanche,15,Novembre,2009,7232,11,7
Lundi,16,Novembre,2009,11940,11,1
Mardi,17,Novembre,2009,12950,11,2
Mercredi,18,Novembre,2009,12866,11,3
Jeudi,19,Novembre,2009,12822,11,4
Vendredi,20,Novembre,2009,13002,11,5
Samedi,21,Novembre,2009,8335,11,6
Dimanche,22,Novembre,2009,7230,11,7
Lundi,23,Novembre,2009,13125,11,1
Mardi,24,Novembre,2009,13907,11,2
Mercredi,25,Novembre,2009,11986,11,3
Jeudi,26,Novembre,2009,6864,11,4
Vendredi,27,Novembre,2009,8750,11,5
Samedi,28,Novembre,2009,7604,11,6
Dimanche,29,Novembre,2009,7169,11,7
Lundi,30,Novembre,2009,12542,11,1
Mardi,1,Decembre,2009,13900,12,2
Mercredi,2,Decembre,2009,13267,12,3
Jeudi,3,Decembre,2009,12952,12,4
Vendredi,4,Decembre,2009,12131,12,5
Samedi,5,Decembre,2009,7855,12,6
Dimanche,6,Decembre,2009,7103,12,7
Lundi,7,Decembre,2009,11732,12,1
Mardi,8,Decembre,2009,12823,12,2
Mercredi,9,Decembre,2009,12497,12,3
Jeudi,10,Decembre,2009,12299,12,4
Vendredi,11,Decembre,2009,11834,12,5
Samedi,12,Decembre,2009,8082,12,6
Dimanche,13,Decembre,2009,7027,12,7
Lundi,14,Decembre,2009,12254,12,1
Mardi,15,Decembre,2009,13347,12,2
Mercredi,16,Decembre,2009,12961,12,3
Jeudi,17,Decembre,2009,13425,12,4
Vendredi,18,Decembre,2009,13478,12,5
Samedi,19,Decembre,2009,8436,12,6
Dimanche,20,Decembre,2009,7225,12,7
Lundi,21,Decembre,2009,13512,12,1
Mardi,22,Decembre,2009,14102,12,2
Mercredi,23,Decembre,2009,11819,12,3
Jeudi,24,Decembre,2009,8441,12,4
Vendredi,25,Decembre,2009,6160,12,5
Samedi,26,Decembre,2009,7172,12,6
Dimanche,27,Decembre,2009,7480,12,7
Lundi,28,Decembre,2009,13354,12,1
Mardi,29,Decembre,2009,14600,12,2
Mercredi,30,Decembre,2009,13829,12,3
Jeudi,31,Decembre,2009,11667,12,4
Vendredi,1,Janvier,2010,7871,1,5
Samedi,2,Janvier,2010,6990,1,6
Dimanche,3,Janvier,2010,6988,1,7
Lundi,4,Janvier,2010,11844,1,1
Mardi,5,Janvier,2010,12995,1,2
Mercredi,6,Janvier,2010,12520,1,3
Jeudi,7,Janvier,2010,12541,1,4
Vendredi,8,Janvier,2010,12183,1,5
Samedi,9,Janvier,2010,7809,1,6
Dimanche,10,Janvier,2010,6963,1,7
Lundi,11,Janvier,2010,11892,1,1
Mardi,12,Janvier,2010,12921,1,2
Mercredi,13,Janvier,2010,12307,1,3
Jeudi,14,Janvier,2010,12543,1,4
Vendredi,15,Janvier,2010,12278,1,5
Samedi,16,Janvier,2010,8032,1,6
Dimanche,17,Janvier,2010,7131,1,7
Lundi,18,Janvier,2010,11220,1,1
Mardi,19,Janvier,2010,12510,1,2
Mercredi,20,Janvier,2010,12514,1,3
Jeudi,21,Janvier,2010,12762,1,4
Vendredi,22,Janvier,2010,12364,1,5
Samedi,23,Janvier,2010,7996,1,6
Dimanche,24,Janvier,2010,7014,1,7
Lundi,25,Janvier,2010,11623,1,1
Mardi,26,Janvier,2010,12821,1,2
Mercredi,27,Janvier,2010,12441,1,3
Jeudi,28,Janvier,2010,12342,1,4
Vendredi,29,Janvier,2010,11838,1,5
Samedi,30,Janvier,2010,8035,1,6
Dimanche,31,Janvier,2010,6832,1,7
Lundi,1,Fevrier,2010,11445,2,1
Mardi,2,Fevrier,2010,12831,2,2
Mercredi,3,Fevrier,2010,12453,2,3
Jeudi,4,Fevrier,2010,12369,2,4
Vendredi,5,Fevrier,2010,12362,2,5
Samedi,6,Fevrier,2010,7948,2,6
Dimanche,7,Fevrier,2010,6893,2,7
Lundi,8,Fevrier,2010,11912,2,1
Mardi,9,Fevrier,2010,12747,2,2
Mercredi,10,Fevrier,2010,12535,2,3
Jeudi,11,Fevrier,2010,12389,2,4
Vendredi,12,Fevrier,2010,12281,2,5
Samedi,13,Fevrier,2010,7947,2,6
Dimanche,14,Fevrier,2010,7167,2,7
Lundi,15,Fevrier,2010,11156,2,1
Mardi,16,Fevrier,2010,12363,2,2
Mercredi,17,Fevrier,2010,12734,2,3
Jeudi,18,Fevrier,2010,12764,2,4
Vendredi,19,Fevrier,2010,12401,2,5
Samedi,20,Fevrier,2010,8201,2,6
Dimanche,21,Fevrier,2010,7211,2,7
Lundi,22,Fevrier,2010,11996,2,1
Mardi,23,Fevrier,2010,12628,2,2
Mercredi,24,Fevrier,2010,12438,2,3
Jeudi,25,Fevrier,2010,12449,2,4
Vendredi,26,Fevrier,2010,12046,2,5
Samedi,27,Fevrier,2010,7832,2,6
Dimanche,28,Fevrier,2010,6895,2,7
Lundi,1,Mars,2010,11984,3,1
Mardi,2,Mars,2010,12868,3,2
Mercredi,3,Mars,2010,12525,3,3
Jeudi,4,Mars,2010,12549,3,4
Vendredi,5,Mars,2010,12272,3,5
Samedi,6,Mars,2010,7832,3,6
Dimanche,7,Mars,2010,6887,3,7
Lundi,8,Mars,2010,11514,3,1
Mardi,9,Mars,2010,12839,3,2
Mercredi,10,Mars,2010,12740,3,3
Jeudi,11,Mars,2010,12481,3,4
Vendredi,12,Mars,2010,12347,3,5
Samedi,13,Mars,2010,7893,3,6
Dimanche,14,Mars,2010,6808,3,7
Lundi,15,Mars,2010,11548,3,1
Mardi,16,Mars,2010,12700,3,2
Mercredi,17,Mars,2010,12781,3,3
Jeudi,18,Mars,2010,12054,3,4
Vendredi,19,Mars,2010,12119,3,5
Samedi,20,Mars,2010,8005,3,6
Dimanche,21,Mars,2010,6992,3,7
Lundi,22,Mars,2010,11657,3,1
Mardi,23,Mars,2010,12752,3,2
Mercredi,24,Mars,2010,12473,3,3
Jeudi,25,Mars,2010,12591,3,4
Vendredi,26,Mars,2010,12088,3,5
Samedi,27,Mars,2010,7995,3,6
Dimanche,28,Mars,2010,6922,3,7
Lundi,29,Mars,2010,11745,3,1
Mardi,30,Mars,2010,12868,3,2
Mercredi,31,Mars,2010,12619,3,3
Jeudi,1,Avril,2010,11994,4,4
Vendredi,2,Avril,2010,11666,4,5
Samedi,3,Avril,2010,7854,4,6
Dimanche,4,Avril,2010,6721,4,7
Lundi,5,Avril,2010,11571,4,1
Mardi,6,Avril,2010,12888,4,2
Mercredi,7,Avril,2010,12228,4,3
Jeudi,8,Avril,2010,12312,4,4
Vendredi,9,Avril,2010,11988,4,5
Samedi,10,Avril,2010,7844,4,6
Dimanche,11,Avril,2010,6907,4,7
Lundi,12,Avril,2010,11964,4,1
Mardi,13,Avril,2010,12549,4,2
Mercredi,14,Avril,2010,12708,4,3
Jeudi,15,Avril,2010,12614,4,4
Vendredi,16,Avril,2010,12136,4,5
Samedi,17,Avril,2010,7878,4,6
Dimanche,18,Avril,2010,6978,4,7
Lundi,19,Avril,2010,11845,4,1
Mardi,20,Avril,2010,13010,4,2
Mercredi,21,Avril,2010,12594,4,3
Jeudi,22,Avril,2010,12485,4,4
Vendredi,23,Avril,2010,12095,4,5
Samedi,24,Avril,2010,7964,4,6
Dimanche,25,Avril,2010,6965,4,7
Lundi,26,Avril,2010,12034,4,1
Mardi,27,Avril,2010,12619,4,2
Mercredi,28,Avril,2010,12500,4,3
Jeudi,29,Avril,2010,12374,4,4
Vendredi,30,Avril,2010,11852,4,5
Samedi,1,Mai,2010,7911,5,6
Dimanche,2,Mai,2010,6922,5,7
Lundi,3,Mai,2010,11995,5,1
Mardi,4,Mai,2010,12770,5,2
Mercredi,5,Mai,2010,12801,5,3
Jeudi,6,Mai,2010,12410,5,4
Vendredi,7,Mai,2010,11914,5,5
Samedi,8,Mai,2010,7877,5,6
Dimanche,9,Mai,2010,6823,5,7
Lundi,10,Mai,2010,12286,5,1
Mardi,11,Mai,2010,12845,5,2
Mercredi,12,Mai,2010,12637,5,3
Jeudi,13,Mai,2010,12246,5,4
Vendredi,14,Mai,2010,12337,5,5
Samedi,15,Mai,2010,7963,5,6
Dimanche,16,Mai,2010,7022,5,7
Lundi,17,Mai,2010,11953,5,1
Mardi,18,Mai,2010,12854,5,2
Mercredi,19,Mai,2010,12411,5,3
Jeudi,20,Mai,2010,12559,5,4
Vendredi,21,Mai,2010,12302,5,5
Samedi,22,Mai,2010,8093,5,6
Dimanche,23,Mai,2010,7094,5,7
Lundi,24,Mai,2010,11893,5,1
Mardi,25,Mai,2010,13421,5,2
Mercredi,26,Mai,2010,12972,5,3
Jeudi,27,Mai,2010,13115,5,4
Vendredi,28,Mai,2010,12519,5,5
Samedi,29,Mai,2010,8159,5,6
Dimanche,30,Mai,2010,7111,5,7
Lundi,31,Mai,2010,7436,5,1
Mardi,1,Juin,2010,12591,6,2
Mercredi,2,Juin,2010,13812,6,3
Jeudi,3,Juin,2010,13150,6,4
Vendredi,4,Juin,2010,12640,6,5
Samedi,5,Juin,2010,8260,6,6
Dimanche,6,Juin,2010,7374,6,7
Lundi,7,Juin,2010,11924,6,1
Mardi,8,Juin,2010,12874,6,2
Mercredi,9,Juin,2010,12419,6,3
Jeudi,10,Juin,2010,12824,6,4
Vendredi,11,Juin,2010,11965,6,5
Samedi,12,Juin,2010,8011,6,6
Dimanche,13,Juin,2010,6963,6,7
Lundi,14,Juin,2010,11929,6,1
Mardi,15,Juin,2010,12805,6,2
Mercredi,16,Juin,2010,12654,6,3
Jeudi,17,Juin,2010,12836,6,4
Vendredi,18,Juin,2010,12331,6,5
Samedi,19,Juin,2010,8085,6,6
Dimanche,20,Juin,2010,7164,6,7
Lundi,21,Juin,2010,11922,6,1
Mardi,22,Juin,2010,12838,6,2
Mercredi,23,Juin,2010,12878,6,3
Jeudi,24,Juin,2010,12671,6,4
Vendredi,25,Juin,2010,12552,6,5
Samedi,26,Juin,2010,8294,6,6
Dimanche,27,Juin,2010,7234,6,7
Lundi,28,Juin,2010,12157,6,1
Mardi,29,Juin,2010,13042,6,2
Mercredi,30,Juin,2010,12767,6,3
Jeudi,1,Juillet,2010,13181,7,4
Vendredi,2,Juillet,2010,12486,7,5
Samedi,3,Juillet,2010,7932,7,6
Dimanche,4,Juillet,2010,7279,7,7
Lundi,5,Juillet,2010,8444,7,1
Mardi,6,Juillet,2010,12772,7,2
Mercredi,7,Juillet,2010,13940,7,3
Jeudi,8,Juillet,2010,13421,7,4
Vendredi,9,Juillet,2010,12843,7,5
Samedi,10,Juillet,2010,8485,7,6
Dimanche,11,Juillet,2010,7382,7,7
Lundi,12,Juillet,2010,12408,7,1
Mardi,13,Juillet,2010,12697,7,2
Mercredi,14,Juillet,2010,13031,7,3
Jeudi,15,Juillet,2010,13118,7,4
Vendredi,16,Juillet,2010,12888,7,5
Samedi,17,Juillet,2010,8370,7,6
Dimanche,18,Juillet,2010,7352,7,7
Lundi,19,Juillet,2010,11865,7,1
Mardi,20,Juillet,2010,13291,7,2
Mercredi,21,Juillet,2010,13158,7,3
Jeudi,22,Juillet,2010,12939,7,4
Vendredi,23,Juillet,2010,12542,7,5
Samedi,24,Juillet,2010,8396,7,6
Dimanche,25,Juillet,2010,7392,7,7
Lundi,26,Juillet,2010,12262,7,1
Mardi,27,Juillet,2010,13264,7,2
Mercredi,28,Juillet,2010,12877,7,3
Jeudi,29,Juillet,2010,12952,7,4
Vendredi,30,Juillet,2010,12320,7,5
Samedi,31,Juillet,2010,8361,7,6
Dimanche,1,Aout,2010,7370,8,7
Lundi,2,Aout,2010,12092,8,1
Mardi,3,Aout,2010,13136,8,2
Mercredi,4,Aout,2010,12911,8,3
Jeudi,5,Aout,2010,12929,8,4
Vendredi,6,Aout,2010,12556,8,5
Samedi,7,Aout,2010,8516,8,6
Dimanche,8,Aout,2010,7361,8,7
Lundi,9,Aout,2010,12923,8,1
Mardi,10,Aout,2010,13514,8,2
Mercredi,11,Aout,2010,13084,8,3
Jeudi,12,Aout,2010,13365,8,4
Vendredi,13,Aout,2010,12092,8,5
Samedi,14,Aout,2010,8445,8,6
Dimanche,15,Aout,2010,7352,8,7
Lundi,16,Aout,2010,12409,8,1
Mardi,17,Aout,2010,13286,8,2
Mercredi,18,Aout,2010,13102,8,3
Jeudi,19,Aout,2010,12964,8,4
Vendredi,20,Aout,2010,12910,8,5
Samedi,21,Aout,2010,8404,8,6
Dimanche,22,Aout,2010,7461,8,7
Lundi,23,Aout,2010,12195,8,1
Mardi,24,Aout,2010,13226,8,2
Mercredi,25,Aout,2010,13328,8,3
Jeudi,26,Aout,2010,13008,8,4
Vendredi,27,Aout,2010,12966,8,5
Samedi,28,Aout,2010,8553,8,6
Dimanche,29,Aout,2010,7496,8,7
Lundi,30,Aout,2010,12246,8,1
Mardi,31,Aout,2010,13527,8,2
Mercredi,1,Septembre,2010,13409,9,3
Jeudi,2,Septembre,2010,13420,9,4
Vendredi,3,Septembre,2010,13047,9,5
Samedi,4,Septembre,2010,8414,9,6
Dimanche,5,Septembre,2010,7586,9,7
Lundi,6,Septembre,2010,7815,9,1
Mardi,7,Septembre,2010,13033,9,2
Mercredi,8,Septembre,2010,14239,9,3
Jeudi,9,Septembre,2010,14135,9,4
Vendredi,10,Septembre,2010,13641,9,5
Samedi,11,Septembre,2010,8775,9,6
Dimanche,12,Septembre,2010,7749,9,7
Lundi,13,Septembre,2010,12559,9,1
Mardi,14,Septembre,2010,13949,9,2
Mercredi,15,Septembre,2010,13893,9,3
Jeudi,16,Septembre,2010,13964,9,4
Vendredi,17,Septembre,2010,13605,9,5
Samedi,18,Septembre,2010,8979,9,6
Dimanche,19,Septembre,2010,7899,9,7
Lundi,20,Septembre,2010,12992,9,1
Mardi,21,Septembre,2010,13919,9,2
Mercredi,22,Septembre,2010,13640,9,3
Jeudi,23,Septembre,2010,13717,9,4
Vendredi,24,Septembre,2010,13280,9,5
Samedi,25,Septembre,2010,8780,9,6
Dimanche,26,Septembre,2010,7543,9,7
Lundi,27,Septembre,2010,12652,9,1
Mardi,28,Septembre,2010,13208,9,2
Mercredi,29,Septembre,2010,13080,9,3
Jeudi,30,Septembre,2010,12965,9,4
Vendredi,1,Octobre,2010,13141,10,5
Samedi,2,Octobre,2010,8412,10,6
Dimanche,3,Octobre,2010,7380,10,7
Lundi,4,Octobre,2010,12326,10,1
Mardi,5,Octobre,2010,13146,10,2
Mercredi,6,Octobre,2010,12691,10,3
Jeudi,7,Octobre,2010,12889,10,4
Vendredi,8,Octobre,2010,12536,10,5
Samedi,9,Octobre,2010,8194,10,6
Dimanche,10,Octobre,2010,8490,10,7
Lundi,11,Octobre,2010,12134,10,1
Mardi,12,Octobre,2010,12913,10,2
Mercredi,13,Octobre,2010,12358,10,3
Jeudi,14,Octobre,2010,12668,10,4
Vendredi,15,Octobre,2010,12507,10,5
Samedi,16,Octobre,2010,8081,10,6
Dimanche,17,Octobre,2010,7181,10,7
Lundi,18,Octobre,2010,11888,10,1
Mardi,19,Octobre,2010,12693,10,2
Mercredi,20,Octobre,2010,12838,10,3
Jeudi,21,Octobre,2010,12747,10,4
Vendredi,22,Octobre,2010,12235,10,5
Samedi,23,Octobre,2010,8033,10,6
Dimanche,24,Octobre,2010,7242,10,7
Lundi,25,Octobre,2010,12190,10,1
Mardi,26,Octobre,2010,13176,10,2
Mercredi,27,Octobre,2010,12700,10,3
Jeudi,28,Octobre,2010,12408,10,4
Vendredi,29,Octobre,2010,11679,10,5
Samedi,30,Octobre,2010,7996,10,6
Dimanche,31,Octobre,2010,6895,10,7
Lundi,1,Novembre,2010,12044,11,1
Mardi,2,Novembre,2010,13035,11,2
Mercredi,3,Novembre,2010,12608,11,3
Jeudi,4,Novembre,2010,12821,11,4
Vendredi,5,Novembre,2010,12495,11,5
Samedi,6,Novembre,2010,8126,11,6
Dimanche,7,Novembre,2010,7251,11,7
Lundi,8,Novembre,2010,12023,11,1
Mardi,9,Novembre,2010,12889,11,2
Mercredi,10,Novembre,2010,12671,11,3
Jeudi,11,Novembre,2010,12773,11,4
Vendredi,12,Novembre,2010,12090,11,5
Samedi,13,Novembre,2010,8115,11,6
Dimanche,14,Novembre,2010,7120,11,7
Lundi,15,Novembre,2010,12163,11,1
Mardi,16,Novembre,2010,13205,11,2
Mercredi,17,Novembre,2010,12710,11,3
Jeudi,18,Novembre,2010,13025,11,4
Vendredi,19,Novembre,2010,12634,11,5
Samedi,20,Novembre,2010,8511,11,6
Dimanche,21,Novembre,2010,7285,11,7
Lundi,22,Novembre,2010,13195,11,1
Mardi,23,Novembre,2010,13762,11,2
Mercredi,24,Novembre,2010,11964,11,3
Jeudi,25,Novembre,2010,7162,11,4
Vendredi,26,Novembre,2010,8689,11,5
Samedi,27,Novembre,2010,7526,11,6
Dimanche,28,Novembre,2010,7217,11,7
Lundi,29,Novembre,2010,12430,11,1
Mardi,30,Novembre,2010,13445,11,2
Mercredi,1,Decembre,2010,13107,12,3
Jeudi,2,Decembre,2010,12982,12,4
Vendredi,3,Decembre,2010,12288,12,5
Samedi,4,Decembre,2010,7881,12,6
Dimanche,5,Decembre,2010,7122,12,7
Lundi,6,Decembre,2010,11749,12,1
Mardi,7,Decembre,2010,12833,12,2
Mercredi,8,Decembre,2010,12462,12,3
Jeudi,9,Decembre,2010,12364,12,4
Vendredi,10,Decembre,2010,12351,12,5
Samedi,11,Decembre,2010,8142,12,6
Dimanche,12,Decembre,2010,7134,12,7
Lundi,13,Decembre,2010,11721,12,1
Mardi,14,Decembre,2010,12981,12,2
Mercredi,15,Decembre,2010,12962,12,3
Jeudi,16,Decembre,2010,12975,12,4
Vendredi,17,Decembre,2010,12829,12,5
Samedi,18,Decembre,2010,8470,12,6
Dimanche,19,Decembre,2010,7257,12,7
Lundi,20,Decembre,2010,13280,12,1
Mardi,21,Decembre,2010,14255,12,2
Mercredi,22,Decembre,2010,13029,12,3
Jeudi,23,Decembre,2010,11237,12,4
Vendredi,24,Decembre,2010,7532,12,5
Samedi,25,Decembre,2010,6159,12,6
Dimanche,26,Decembre,2010,6796,12,7
Lundi,27,Decembre,2010,12231,12,1
Mardi,28,Decembre,2010,13654,12,2
Mercredi,29,Decembre,2010,13441,12,3
Jeudi,30,Decembre,2010,13272,12,4
Vendredi,31,Decembre,2010,9751,12,5
Samedi,1,Janvier,2011,7254,1,6
Dimanche,2,Janvier,2011,6540,1,7
Lundi,3,Janvier,2011,11143,1,1
Mardi,4,Janvier,2011,12599,1,2
Mercredi,5,Janvier,2011,11933,1,3
Jeudi,6,Janvier,2011,12143,1,4
Vendredi,7,Janvier,2011,12044,1,5
Samedi,8,Janvier,2011,7840,1,6
Dimanche,9,Janvier,2011,6933,1,7
Lundi,10,Janvier,2011,11093,1,1
Mardi,11,Janvier,2011,13222,1,2
Mercredi,12,Janvier,2011,11950,1,3
Jeudi,13,Janvier,2011,11813,1,4
Vendredi,14,Janvier,2011,12114,1,5
Samedi,15,Janvier,2011,7810,1,6
Dimanche,16,Janvier,2011,7046,1,7
Lundi,17,Janvier,2011,10969,1,1
Mardi,18,Janvier,2011,12298,1,2
Mercredi,19,Janvier,2011,12271,1,3
Jeudi,20,Janvier,2011,12382,1,4
Vendredi,21,Janvier,2011,12035,1,5
Samedi,22,Janvier,2011,7895,1,6
Dimanche,23,Janvier,2011,7005,1,7
Lundi,24,Janvier,2011,11616,1,1
Mardi,25,Janvier,2011,12692,1,2
Mercredi,26,Janvier,2011,12174,1,3
Jeudi,27,Janvier,2011,12026,1,4
Vendredi,28,Janvier,2011,11814,1,5
Samedi,29,Janvier,2011,7808,1,6
Dimanche,30,Janvier,2011,6888,1,7
Lundi,31,Janvier,2011,11495,1,1
Mardi,1,Fevrier,2011,12498,2,2
Mercredi,2,Fevrier,2011,11954,2,3
Jeudi,3,Fevrier,2011,11917,2,4
Vendredi,4,Fevrier,2011,11962,2,5
Samedi,5,Fevrier,2011,8070,2,6
Dimanche,6,Fevrier,2011,7109,2,7
Lundi,7,Fevrier,2011,11873,2,1
Mardi,8,Fevrier,2011,12764,2,2
Mercredi,9,Fevrier,2011,11880,2,3
Jeudi,10,Fevrier,2011,12078,2,4
Vendredi,11,Fevrier,2011,12029,2,5
Samedi,12,Fevrier,2011,8086,2,6
Dimanche,13,Fevrier,2011,6853,2,7
Lundi,14,Fevrier,2011,12111,2,1
Mardi,15,Fevrier,2011,12863,2,2
Mercredi,16,Fevrier,2011,12396,2,3
Jeudi,17,Fevrier,2011,12399,2,4
Vendredi,18,Fevrier,2011,12328,2,5
Samedi,19,Fevrier,2011,7969,2,6
Dimanche,20,Fevrier,2011,7056,2,7
Lundi,21,Fevrier,2011,10757,2,1
Mardi,22,Fevrier,2011,12601,2,2
Mercredi,23,Fevrier,2011,12232,2,3
Jeudi,24,Fevrier,2011,12129,2,4
Vendredi,25,Fevrier,2011,11945,2,5
Samedi,26,Fevrier,2011,7919,2,6
Dimanche,27,Fevrier,2011,6989,2,7
Lundi,28,Fevrier,2011,11160,2,1
Mardi,1,Mars,2011,12530,3,2
Mercredi,2,Mars,2011,12149,3,3
Jeudi,3,Mars,2011,12172,3,4
Vendredi,4,Mars,2011,11842,3,5
Samedi,5,Mars,2011,7825,3,6
Dimanche,6,Mars,2011,6950,3,7
Lundi,7,Mars,2011,11490,3,1
Mardi,8,Mars,2011,12254,3,2
Mercredi,9,Mars,2011,12119,3,3
Jeudi,10,Mars,2011,11921,3,4
Vendredi,11,Mars,2011,11989,3,5
Samedi,12,Mars,2011,7897,3,6
Dimanche,13,Mars,2011,6557,3,7
Lundi,14,Mars,2011,11275,3,1
Mardi,15,Mars,2011,12191,3,2
Mercredi,16,Mars,2011,11880,3,3
Jeudi,17,Mars,2011,12192,3,4
Vendredi,18,Mars,2011,11682,3,5
Samedi,19,Mars,2011,7786,3,6
Dimanche,20,Mars,2011,7024,3,7
Lundi,21,Mars,2011,11794,3,1
Mardi,22,Mars,2011,12462,3,2
Mercredi,23,Mars,2011,12050,3,3
Jeudi,24,Mars,2011,12062,3,4
Vendredi,25,Mars,2011,11854,3,5
Samedi,26,Mars,2011,7658,3,6
Dimanche,27,Mars,2011,6871,3,7
Lundi,28,Mars,2011,11489,3,1
Mardi,29,Mars,2011,12279,3,2
Mercredi,30,Mars,2011,12022,3,3
Jeudi,31,Mars,2011,12173,3,4
Vendredi,1,Avril,2011,11264,4,5
Samedi,2,Avril,2011,8102,4,6
Dimanche,3,Avril,2011,7028,4,7
Lundi,4,Avril,2011,11772,4,1
Mardi,5,Avril,2011,12387,4,2
Mercredi,6,Avril,2011,11858,4,3
Jeudi,7,Avril,2011,12330,4,4
Vendredi,8,Avril,2011,11904,4,5
Samedi,9,Avril,2011,7840,4,6
Dimanche,10,Avril,2011,6861,4,7
Lundi,11,Avril,2011,11711,4,1
Mardi,12,Avril,2011,12320,4,2
Mercredi,13,Avril,2011,11671,4,3
Jeudi,14,Avril,2011,12349,4,4
Vendredi,15,Avril,2011,11964,4,5
Samedi,16,Avril,2011,7683,4,6
Dimanche,17,Avril,2011,6939,4,7
Lundi,18,Avril,2011,11681,4,1
Mardi,19,Avril,2011,12564,4,2
Mercredi,20,Avril,2011,12216,4,3
Jeudi,21,Avril,2011,12276,4,4
Vendredi,22,Avril,2011,11113,4,5
Samedi,23,Avril,2011,7524,4,6
Dimanche,24,Avril,2011,6570,4,7
Lundi,25,Avril,2011,11427,4,1
Mardi,26,Avril,2011,12563,4,2
Mercredi,27,Avril,2011,12007,4,3
Jeudi,28,Avril,2011,12180,4,4
Vendredi,29,Avril,2011,11456,4,5
Samedi,30,Avril,2011,7665,4,6
Dimanche,1,Mai,2011,6926,5,7
Lundi,2,Mai,2011,11595,5,1
Mardi,3,Mai,2011,12299,5,2
Mercredi,4,Mai,2011,11984,5,3
Jeudi,5,Mai,2011,12055,5,4
Vendredi,6,Mai,2011,11824,5,5
Samedi,7,Mai,2011,7919,5,6
Dimanche,8,Mai,2011,6972,5,7
Lundi,9,Mai,2011,11511,5,1
Mardi,10,Mai,2011,12578,5,2
Mercredi,11,Mai,2011,12464,5,3
Jeudi,12,Mai,2011,12203,5,4
Vendredi,13,Mai,2011,11125,5,5
Samedi,14,Mai,2011,7854,5,6
Dimanche,15,Mai,2011,7061,5,7
Lundi,16,Mai,2011,11899,5,1
Mardi,17,Mai,2011,12819,5,2
Mercredi,18,Mai,2011,12387,5,3
Jeudi,19,Mai,2011,12222,5,4
Vendredi,20,Mai,2011,12011,5,5
Samedi,21,Mai,2011,7934,5,6
Dimanche,22,Mai,2011,7257,5,7
Lundi,23,Mai,2011,11896,5,1
Mardi,24,Mai,2011,12851,5,2
Mercredi,25,Mai,2011,12715,5,3
Jeudi,26,Mai,2011,12822,5,4
Vendredi,27,Mai,2011,12379,5,5
Samedi,28,Mai,2011,8276,5,6
Dimanche,29,Mai,2011,7145,5,7
Lundi,30,Mai,2011,7492,5,1
