Jour_Semaine,Date_du_mois,Mois,ANNEE,Effectif,numero_mois,numero_jour
Samedi,1,Janvier,1994,8096,1,6
Dimanche,2,Janvier,1994,7772,1,7
Lundi,3,Janvier,1994,10142,1,1
Mardi,4,Janvier,1994,11248,1,2
Mercredi,5,Janvier,1994,11053,1,3
Jeudi,6,Janvier,1994,11406,1,4
Vendredi,7,Janvier,1994,11251,1,5
Samedi,8,Janvier,1994,8653,1,6
Dimanche,9,Janvier,1994,7910,1,7
Lundi,10,Janvier,1994,10498,1,1
Mardi,11,Janvier,1994,11706,1,2
Mercredi,12,Janvier,1994,11567,1,3
Jeudi,13,Janvier,1994,11212,1,4
Vendredi,14,Janvier,1994,11570,1,5
Samedi,15,Janvier,1994,8660,1,6
Dimanche,16,Janvier,1994,8123,1,7
Lundi,17,Janvier,1994,10567,1,1
Mardi,18,Janvier,1994,11541,1,2
Mercredi,19,Janvier,1994,11257,1,3
Jeudi,20,Janvier,1994,11682,1,4
Vendredi,21,Janvier,1994,11811,1,5
Samedi,22,Janvier,1994,8833,1,6
Dimanche,23,Janvier,1994,8310,1,7
Lundi,24,Janvier,1994,11125,1,1
Mardi,25,Janvier,1994,11981,1,2
Mercredi,26,Janvier,1994,11514,1,3
Jeudi,27,Janvier,1994,11702,1,4
Vendredi,28,Janvier,1994,11666,1,5
Samedi,29,Janvier,1994,8988,1,6
Dimanche,30,Janvier,1994,8096,1,7
Lundi,31,Janvier,1994,10765,1,1
Mardi,1,Fevrier,1994,11755,2,2
Mercredi,2,Fevrier,1994,11483,2,3
Jeudi,3,Fevrier,1994,11523,2,4
Vendredi,4,Fevrier,1994,11677,2,5
Samedi,5,Fevrier,1994,8991,2,6
Dimanche,6,Fevrier,1994,8309,2,7
Lundi,7,Fevrier,1994,10984,2,1
Mardi,8,Fevrier,1994,12152,2,2
Mercredi,9,Fevrier,1994,11515,2,3
Jeudi,10,Fevrier,1994,11623,2,4
Vendredi,11,Fevrier,1994,11517,2,5
Samedi,12,Fevrier,1994,8945,2,6
Dimanche,13,Fevrier,1994,8171,2,7
Lundi,14,Fevrier,1994,11551,2,1
Mardi,15,Fevrier,1994,12164,2,2
Mercredi,16,Fevrier,1994,12009,2,3
Jeudi,17,Fevrier,1994,11674,2,4
Vendredi,18,Fevrier,1994,11887,2,5
Samedi,19,Fevrier,1994,8946,2,6
Dimanche,20,Fevrier,1994,8402,2,7
Lundi,21,Fevrier,1994,10617,2,1
Mardi,22,Fevrier,1994,11810,2,2
Mercredi,23,Fevrier,1994,11776,2,3
Jeudi,24,Fevrier,1994,11667,2,4
Vendredi,25,Fevrier,1994,11905,2,5
Samedi,26,Fevrier,1994,8988,2,6
Dimanche,27,Fevrier,1994,8195,2,7
Lundi,28,Fevrier,1994,11091,2,1
Mardi,1,Mars,1994,12127,3,2
Mercredi,2,Mars,1994,11735,3,3
Jeudi,3,Mars,1994,11984,3,4
Vendredi,4,Mars,1994,12066,3,5
Samedi,5,Mars,1994,9215,3,6
Dimanche,6,Mars,1994,8389,3,7
Lundi,7,Mars,1994,10996,3,1
Mardi,8,Mars,1994,12275,3,2
Mercredi,9,Mars,1994,11780,3,3
Jeudi,10,Mars,1994,11792,3,4
Vendredi,11,Mars,1994,11939,3,5
Samedi,12,Mars,1994,9087,3,6
Dimanche,13,Mars,1994,8248,3,7
Lundi,14,Mars,1994,11092,3,1
Mardi,15,Mars,1994,12298,3,2
Mercredi,16,Mars,1994,11865,3,3
Jeudi,17,Mars,1994,11976,3,4
Vendredi,18,Mars,1994,11799,3,5
Samedi,19,Mars,1994,8944,3,6
Dimanche,20,Mars,1994,8243,3,7
Lundi,21,Mars,1994,11140,3,1
Mardi,22,Mars,1994,11964,3,2
Mercredi,23,Mars,1994,11637,3,3
Jeudi,24,Mars,1994,11904,3,4
Vendredi,25,Mars,1994,11568,3,5
Samedi,26,Mars,1994,8957,3,6
Dimanche,27,Mars,1994,8189,3,7
Lundi,28,Mars,1994,11051,3,1
Mardi,29,Mars,1994,12154,3,2
Mercredi,30,Mars,1994,11540,3,3
Jeudi,31,Mars,1994,11782,3,4
Vendredi,1,Avril,1994,10630,4,5
Samedi,2,Avril,1994,8782,4,6
Dimanche,3,Avril,1994,7530,4,7
Lundi,4,Avril,1994,10909,4,1
Mardi,5,Avril,1994,11876,4,2
Mercredi,6,Avril,1994,11811,4,3
Jeudi,7,Avril,1994,11718,4,4
Vendredi,8,Avril,1994,11532,4,5
Samedi,9,Avril,1994,8791,4,6
Dimanche,10,Avril,1994,8183,4,7
Lundi,11,Avril,1994,11060,4,1
Mardi,12,Avril,1994,12146,4,2
Mercredi,13,Avril,1994,11428,4,3
Jeudi,14,Avril,1994,11709,4,4
Vendredi,15,Avril,1994,11753,4,5
Samedi,16,Avril,1994,8790,4,6
Dimanche,17,Avril,1994,7867,4,7
Lundi,18,Avril,1994,11094,4,1
Mardi,19,Avril,1994,11966,4,2
Mercredi,20,Avril,1994,11585,4,3
Jeudi,21,Avril,1994,11509,4,4
Vendredi,22,Avril,1994,11553,4,5
Samedi,23,Avril,1994,8613,4,6
Dimanche,24,Avril,1994,8089,4,7
Lundi,25,Avril,1994,10909,4,1
Mardi,26,Avril,1994,12236,4,2
Mercredi,27,Avril,1994,11701,4,3
Jeudi,28,Avril,1994,11527,4,4
Vendredi,29,Avril,1994,11474,4,5
Samedi,30,Avril,1994,8621,4,6
Dimanche,1,Mai,1994,8145,5,7
Lundi,2,Mai,1994,11169,5,1
Mardi,3,Mai,1994,12023,5,2
Mercredi,4,Mai,1994,11754,5,3
Jeudi,5,Mai,1994,11958,5,4
Vendredi,6,Mai,1994,11904,5,5
Samedi,7,Mai,1994,8641,5,6
Dimanche,8,Mai,1994,8203,5,7
Lundi,9,Mai,1994,10914,5,1
Mardi,10,Mai,1994,11771,5,2
Mercredi,11,Mai,1994,11278,5,3
Jeudi,12,Mai,1994,11822,5,4
Vendredi,13,Mai,1994,11085,5,5
Samedi,14,Mai,1994,8830,5,6
Dimanche,15,Mai,1994,8253,5,7
Lundi,16,Mai,1994,11103,5,1
Mardi,17,Mai,1994,12289,5,2
Mercredi,18,Mai,1994,11668,5,3
Jeudi,19,Mai,1994,11411,5,4
Vendredi,20,Mai,1994,11645,5,5
Samedi,21,Mai,1994,8830,5,6
Dimanche,22,Mai,1994,8449,5,7
Lundi,23,Mai,1994,11434,5,1
Mardi,24,Mai,1994,12562,5,2
Mercredi,25,Mai,1994,12005,5,3
Jeudi,26,Mai,1994,11979,5,4
Vendredi,27,Mai,1994,12132,5,5
Samedi,28,Mai,1994,8840,5,6
Dimanche,29,Mai,1994,8205,5,7
Lundi,30,Mai,1994,8468,5,1
Mardi,31,Mai,1994,11525,5,2
Mercredi,1,Juin,1994,12349,6,3
Jeudi,2,Juin,1994,12166,6,4
Vendredi,3,Juin,1994,11799,6,5
Samedi,4,Juin,1994,9182,6,6
Dimanche,5,Juin,1994,8289,6,7
Lundi,6,Juin,1994,11130,6,1
Mardi,7,Juin,1994,12145,6,2
Mercredi,8,Juin,1994,11784,6,3
Jeudi,9,Juin,1994,11648,6,4
Vendredi,10,Juin,1994,12006,6,5
Samedi,11,Juin,1994,8618,6,6
Dimanche,12,Juin,1994,8171,6,7
Lundi,13,Juin,1994,10692,6,1
Mardi,14,Juin,1994,12074,6,2
Mercredi,15,Juin,1994,11954,6,3
Jeudi,16,Juin,1994,11852,6,4
Vendredi,17,Juin,1994,11744,6,5
Samedi,18,Juin,1994,8907,6,6
Dimanche,19,Juin,1994,8302,6,7
Lundi,20,Juin,1994,11337,6,1
Mardi,21,Juin,1994,12182,6,2
Mercredi,22,Juin,1994,12213,6,3
Jeudi,23,Juin,1994,11939,6,4
Vendredi,24,Juin,1994,11979,6,5
Samedi,25,Juin,1994,9047,6,6
Dimanche,26,Juin,1994,8306,6,7
Lundi,27,Juin,1994,11309,6,1
Mardi,28,Juin,1994,12211,6,2
Mercredi,29,Juin,1994,12245,6,3
Jeudi,30,Juin,1994,12157,6,4
Vendredi,1,Juillet,1994,12454,7,5
Samedi,2,Juillet,1994,9268,7,6
Dimanche,3,Juillet,1994,8298,7,7
Lundi,4,Juillet,1994,8564,7,1
Mardi,5,Juillet,1994,11609,7,2
Mercredi,6,Juillet,1994,13086,7,3
Jeudi,7,Juillet,1994,13049,7,4
Vendredi,8,Juillet,1994,12623,7,5
Samedi,9,Juillet,1994,9325,7,6
Dimanche,10,Juillet,1994,8684,7,7
Lundi,11,Juillet,1994,11567,7,1
Mardi,12,Juillet,1994,12507,7,2
Mercredi,13,Juillet,1994,12134,7,3
Jeudi,14,Juillet,1994,12485,7,4
Vendredi,15,Juillet,1994,12691,7,5
Samedi,16,Juillet,1994,9547,7,6
Dimanche,17,Juillet,1994,8848,7,7
Lundi,18,Juillet,1994,11561,7,1
Mardi,19,Juillet,1994,12583,7,2
Mercredi,20,Juillet,1994,12378,7,3
Jeudi,21,Juillet,1994,12447,7,4
Vendredi,22,Juillet,1994,12486,7,5
Samedi,23,Juillet,1994,9463,7,6
Dimanche,24,Juillet,1994,8734,7,7
Lundi,25,Juillet,1994,11757,7,1
Mardi,26,Juillet,1994,12591,7,2
Mercredi,27,Juillet,1994,12423,7,3
Jeudi,28,Juillet,1994,12539,7,4
Vendredi,29,Juillet,1994,12231,7,5
Samedi,30,Juillet,1994,9340,7,6
Dimanche,31,Juillet,1994,8590,7,7
Lundi,1,Aout,1994,11428,8,1
Mardi,2,Aout,1994,12622,8,2
Mercredi,3,Aout,1994,12147,8,3
Jeudi,4,Aout,1994,12601,8,4
Vendredi,5,Aout,1994,12251,8,5
Samedi,6,Aout,1994,9336,8,6
Dimanche,7,Aout,1994,8517,8,7
Lundi,8,Aout,1994,11528,8,1
Mardi,9,Aout,1994,12643,8,2
Mercredi,10,Aout,1994,12525,8,3
Jeudi,11,Aout,1994,12147,8,4
Vendredi,12,Aout,1994,12479,8,5
Samedi,13,Aout,1994,9474,8,6
Dimanche,14,Aout,1994,8926,8,7
Lundi,15,Aout,1994,11391,8,1
Mardi,16,Aout,1994,12605,8,2
Mercredi,17,Aout,1994,12344,8,3
Jeudi,18,Aout,1994,12313,8,4
Vendredi,19,Aout,1994,12227,8,5
Samedi,20,Aout,1994,9646,8,6
Dimanche,21,Aout,1994,8663,8,7
Lundi,22,Aout,1994,11489,8,1
Mardi,23,Aout,1994,12284,8,2
Mercredi,24,Aout,1994,12176,8,3
Jeudi,25,Aout,1994,12076,8,4
Vendredi,26,Aout,1994,12122,8,5
Samedi,27,Aout,1994,9171,8,6
Dimanche,28,Aout,1994,8779,8,7
Lundi,29,Aout,1994,11560,8,1
Mardi,30,Aout,1994,12431,8,2
Mercredi,31,Aout,1994,12272,8,3
Jeudi,1,Septembre,1994,12183,9,4
Vendredi,2,Septembre,1994,12099,9,5
Samedi,3,Septembre,1994,9042,9,6
Dimanche,4,Septembre,1994,8420,9,7
Lundi,5,Septembre,1994,8378,9,1
Mardi,6,Septembre,1994,11448,9,2
Mercredi,7,Septembre,1994,12660,9,3
Jeudi,8,Septembre,1994,12693,9,4
Vendredi,9,Septembre,1994,12811,9,5
Samedi,10,Septembre,1994,9424,9,6
Dimanche,11,Septembre,1994,8373,9,7
Lundi,12,Septembre,1994,11500,9,1
Mardi,13,Septembre,1994,12560,9,2
Mercredi,14,Septembre,1994,12566,9,3
Jeudi,15,Septembre,1994,12655,9,4
Vendredi,16,Septembre,1994,12884,9,5
Samedi,17,Septembre,1994,9779,9,6
Dimanche,18,Septembre,1994,8603,9,7
Lundi,19,Septembre,1994,11659,9,1
Mardi,20,Septembre,1994,12584,9,2
Mercredi,21,Septembre,1994,12468,9,3
Jeudi,22,Septembre,1994,12590,9,4
Vendredi,23,Septembre,1994,12522,9,5
Samedi,24,Septembre,1994,9597,9,6
Dimanche,25,Septembre,1994,8754,9,7
Lundi,26,Septembre,1994,11597,9,1
Mardi,27,Septembre,1994,12591,9,2
Mercredi,28,Septembre,1994,12405,9,3
Jeudi,29,Septembre,1994,12288,9,4
Vendredi,30,Septembre,1994,12090,9,5
Samedi,1,Octobre,1994,9351,10,6
Dimanche,2,Octobre,1994,8477,10,7
Lundi,3,Octobre,1994,11437,10,1
Mardi,4,Octobre,1994,12378,10,2
Mercredi,5,Octobre,1994,12061,10,3
Jeudi,6,Octobre,1994,12017,10,4
Vendredi,7,Octobre,1994,12050,10,5
Samedi,8,Octobre,1994,8981,10,6
Dimanche,9,Octobre,1994,8038,10,7
Lundi,10,Octobre,1994,11110,10,1
Mardi,11,Octobre,1994,12236,10,2
Mercredi,12,Octobre,1994,11846,10,3
Jeudi,13,Octobre,1994,11398,10,4
Vendredi,14,Octobre,1994,11959,10,5
Samedi,15,Octobre,1994,9077,10,6
Dimanche,16,Octobre,1994,8022,10,7
Lundi,17,Octobre,1994,11127,10,1
Mardi,18,Octobre,1994,11888,10,2
Mercredi,19,Octobre,1994,11533,10,3
Jeudi,20,Octobre,1994,11876,10,4
Vendredi,21,Octobre,1994,11562,10,5
Samedi,22,Octobre,1994,9086,10,6
Dimanche,23,Octobre,1994,7914,10,7
Lundi,24,Octobre,1994,11068,10,1
Mardi,25,Octobre,1994,12019,10,2
Mercredi,26,Octobre,1994,11683,10,3
Jeudi,27,Octobre,1994,11420,10,4
Vendredi,28,Octobre,1994,11608,10,5
Samedi,29,Octobre,1994,8855,10,6
Dimanche,30,Octobre,1994,8262,10,7
Lundi,31,Octobre,1994,9833,10,1
Mardi,1,Novembre,1994,12316,11,2
Mercredi,2,Novembre,1994,11736,11,3
Jeudi,3,Novembre,1994,11703,11,4
Vendredi,4,Novembre,1994,11956,11,5
Samedi,5,Novembre,1994,8826,11,6
Dimanche,6,Novembre,1994,8100,11,7
Lundi,7,Novembre,1994,11283,11,1
Mardi,8,Novembre,1994,11999,11,2
Mercredi,9,Novembre,1994,11811,11,3
Jeudi,10,Novembre,1994,11728,11,4
Vendredi,11,Novembre,1994,11533,11,5
Samedi,12,Novembre,1994,8672,11,6
Dimanche,13,Novembre,1994,8093,11,7
Lundi,14,Novembre,1994,11044,11,1
Mardi,15,Novembre,1994,11985,11,2
Mercredi,16,Novembre,1994,11634,11,3
Jeudi,17,Novembre,1994,11703,11,4
Vendredi,18,Novembre,1994,11826,11,5
Samedi,19,Novembre,1994,8771,11,6
Dimanche,20,Novembre,1994,8133,11,7
Lundi,21,Novembre,1994,11807,11,1
Mardi,22,Novembre,1994,12764,11,2
Mercredi,23,Novembre,1994,11332,11,3
Jeudi,24,Novembre,1994,8036,11,4
Vendredi,25,Novembre,1994,9419,11,5
Samedi,26,Novembre,1994,8427,11,6
Dimanche,27,Novembre,1994,7937,11,7
Lundi,28,Novembre,1994,11003,11,1
Mardi,29,Novembre,1994,12177,11,2
Mercredi,30,Novembre,1994,11643,11,3
Jeudi,1,Decembre,1994,11681,12,4
Vendredi,2,Decembre,1994,11379,12,5
Samedi,3,Decembre,1994,8585,12,6
Dimanche,4,Decembre,1994,7980,12,7
Lundi,5,Decembre,1994,10772,12,1
Mardi,6,Decembre,1994,11923,12,2
Mercredi,7,Decembre,1994,11335,12,3
Jeudi,8,Decembre,1994,11337,12,4
Vendredi,9,Decembre,1994,11205,12,5
Samedi,10,Decembre,1994,8461,12,6
Dimanche,11,Decembre,1994,7936,12,7
Lundi,12,Decembre,1994,11106,12,1
Mardi,13,Decembre,1994,11884,12,2
Mercredi,14,Decembre,1994,11716,12,3
Jeudi,15,Decembre,1994,11962,12,4
Vendredi,16,Decembre,1994,12144,12,5
Samedi,17,Decembre,1994,8726,12,6
Dimanche,18,Decembre,1994,8130,12,7
Lundi,19,Decembre,1994,11502,12,1
Mardi,20,Decembre,1994,12880,12,2
Mercredi,21,Decembre,1994,12391,12,3
Jeudi,22,Decembre,1994,11504,12,4
Vendredi,23,Decembre,1994,10087,12,5
Samedi,24,Decembre,1994,7898,12,6
Dimanche,25,Decembre,1994,7192,12,7
Lundi,26,Decembre,1994,8454,12,1
Mardi,27,Decembre,1994,11131,12,2
Mercredi,28,Decembre,1994,12398,12,3
Jeudi,29,Decembre,1994,12189,12,4
Vendredi,30,Decembre,1994,12051,12,5
Samedi,31,Decembre,1994,8809,12,6
Dimanche,1,Janvier,1995,7828,1,7
Lundi,2,Janvier,1995,7883,1,1
Mardi,3,Janvier,1995,9999,1,2
Mercredi,4,Janvier,1995,11315,1,3
Jeudi,5,Janvier,1995,11243,1,4
Vendredi,6,Janvier,1995,11506,1,5
Samedi,7,Janvier,1995,8681,1,6
Dimanche,8,Janvier,1995,7821,1,7
Lundi,9,Janvier,1995,10434,1,1
Mardi,10,Janvier,1995,11665,1,2
Mercredi,11,Janvier,1995,11279,1,3
Jeudi,12,Janvier,1995,11416,1,4
Vendredi,13,Janvier,1995,11071,1,5
Samedi,14,Janvier,1995,8887,1,6
Dimanche,15,Janvier,1995,7988,1,7
Lundi,16,Janvier,1995,10417,1,1
Mardi,17,Janvier,1995,11345,1,2
Mercredi,18,Janvier,1995,11252,1,3
Jeudi,19,Janvier,1995,11331,1,4
Vendredi,20,Janvier,1995,11481,1,5
Samedi,21,Janvier,1995,8746,1,6
Dimanche,22,Janvier,1995,7956,1,7
Lundi,23,Janvier,1995,10640,1,1
Mardi,24,Janvier,1995,11344,1,2
Mercredi,25,Janvier,1995,11096,1,3
Jeudi,26,Janvier,1995,11380,1,4
Vendredi,27,Janvier,1995,11340,1,5
Samedi,28,Janvier,1995,8781,1,6
Dimanche,29,Janvier,1995,8009,1,7
Lundi,30,Janvier,1995,10515,1,1
Mardi,31,Janvier,1995,11364,1,2
Mercredi,1,Fevrier,1995,11279,2,3
Jeudi,2,Fevrier,1995,11490,2,4
Vendredi,3,Fevrier,1995,11264,2,5
Samedi,4,Fevrier,1995,8769,2,6
Dimanche,5,Fevrier,1995,8017,2,7
Lundi,6,Fevrier,1995,10587,2,1
Mardi,7,Fevrier,1995,11483,2,2
Mercredi,8,Fevrier,1995,11205,2,3
Jeudi,9,Fevrier,1995,11282,2,4
Vendredi,10,Fevrier,1995,11615,2,5
Samedi,11,Fevrier,1995,8949,2,6
Dimanche,12,Fevrier,1995,8007,2,7
Lundi,13,Fevrier,1995,10351,2,1
Mardi,14,Fevrier,1995,12454,2,2
Mercredi,15,Fevrier,1995,11828,2,3
Jeudi,16,Fevrier,1995,11657,2,4
Vendredi,17,Fevrier,1995,11625,2,5
Samedi,18,Fevrier,1995,8788,2,6
Dimanche,19,Fevrier,1995,8038,2,7
Lundi,20,Fevrier,1995,10258,2,1
Mardi,21,Fevrier,1995,11582,2,2
Mercredi,22,Fevrier,1995,11716,2,3
Jeudi,23,Fevrier,1995,11786,2,4
Vendredi,24,Fevrier,1995,11671,2,5
Samedi,25,Fevrier,1995,8829,2,6
Dimanche,26,Fevrier,1995,8183,2,7
Lundi,27,Fevrier,1995,10702,2,1
Mardi,28,Fevrier,1995,11679,2,2
Mercredi,1,Mars,1995,11540,3,3
Jeudi,2,Mars,1995,11377,3,4
Vendredi,3,Mars,1995,11649,3,5
Samedi,4,Mars,1995,8807,3,6
Dimanche,5,Mars,1995,7984,3,7
Lundi,6,Mars,1995,10810,3,1
Mardi,7,Mars,1995,12115,3,2
Mercredi,8,Mars,1995,11618,3,3
Jeudi,9,Mars,1995,11380,3,4
Vendredi,10,Mars,1995,11827,3,5
Samedi,11,Mars,1995,8744,3,6
Dimanche,12,Mars,1995,7859,3,7
Lundi,13,Mars,1995,10609,3,1
Mardi,14,Mars,1995,11750,3,2
Mercredi,15,Mars,1995,11736,3,3
Jeudi,16,Mars,1995,11751,3,4
Vendredi,17,Mars,1995,11953,3,5
Samedi,18,Mars,1995,8538,3,6
Dimanche,19,Mars,1995,7787,3,7
Lundi,20,Mars,1995,10588,3,1
Mardi,21,Mars,1995,11837,3,2
Mercredi,22,Mars,1995,11485,3,3
Jeudi,23,Mars,1995,11435,3,4
Vendredi,24,Mars,1995,11329,3,5
Samedi,25,Mars,1995,8628,3,6
Dimanche,26,Mars,1995,7614,3,7
Lundi,27,Mars,1995,10541,3,1
Mardi,28,Mars,1995,11563,3,2
Mercredi,29,Mars,1995,11125,3,3
Jeudi,30,Mars,1995,11205,3,4
Vendredi,31,Mars,1995,11319,3,5
Samedi,1,Avril,1995,8398,4,6
Dimanche,2,Avril,1995,7547,4,7
Lundi,3,Avril,1995,10651,4,1
Mardi,4,Avril,1995,11960,4,2
Mercredi,5,Avril,1995,11475,4,3
Jeudi,6,Avril,1995,11429,4,4
Vendredi,7,Avril,1995,11587,4,5
Samedi,8,Avril,1995,8588,4,6
Dimanche,9,Avril,1995,7839,4,7
Lundi,10,Avril,1995,10930,4,1
Mardi,11,Avril,1995,11939,4,2
Mercredi,12,Avril,1995,11750,4,3
Jeudi,13,Avril,1995,11411,4,4
Vendredi,14,Avril,1995,10687,4,5
Samedi,15,Avril,1995,8492,4,6
Dimanche,16,Avril,1995,7503,4,7
Lundi,17,Avril,1995,10640,4,1
Mardi,18,Avril,1995,11652,4,2
Mercredi,19,Avril,1995,11680,4,3
Jeudi,20,Avril,1995,11504,4,4
Vendredi,21,Avril,1995,11445,4,5
Samedi,22,Avril,1995,8560,4,6
Dimanche,23,Avril,1995,7749,4,7
Lundi,24,Avril,1995,11014,4,1
Mardi,25,Avril,1995,11811,4,2
Mercredi,26,Avril,1995,11551,4,3
Jeudi,27,Avril,1995,11601,4,4
Vendredi,28,Avril,1995,11457,4,5
Samedi,29,Avril,1995,8492,4,6
Dimanche,30,Avril,1995,7777,4,7
Lundi,1,Mai,1995,11090,5,1
Mardi,2,Mai,1995,12119,5,2
Mercredi,3,Mai,1995,11502,5,3
Jeudi,4,Mai,1995,11800,5,4
Vendredi,5,Mai,1995,11718,5,5
Samedi,6,Mai,1995,8565,5,6
Dimanche,7,Mai,1995,7965,5,7
Lundi,8,Mai,1995,10790,5,1
Mardi,9,Mai,1995,11728,5,2
Mercredi,10,Mai,1995,11723,5,3
Jeudi,11,Mai,1995,11723,5,4
Vendredi,12,Mai,1995,11625,5,5
Samedi,13,Mai,1995,8802,5,6
Dimanche,14,Mai,1995,8165,5,7
Lundi,15,Mai,1995,11143,5,1
Mardi,16,Mai,1995,12101,5,2
Mercredi,17,Mai,1995,12085,5,3
Jeudi,18,Mai,1995,11872,5,4
Vendredi,19,Mai,1995,11692,5,5
Samedi,20,Mai,1995,8721,5,6
Dimanche,21,Mai,1995,8096,5,7
Lundi,22,Mai,1995,11250,5,1
Mardi,23,Mai,1995,12539,5,2
Mercredi,24,Mai,1995,12193,5,3
Jeudi,25,Mai,1995,12285,5,4
Vendredi,26,Mai,1995,12246,5,5
Samedi,27,Mai,1995,8795,5,6
Dimanche,28,Mai,1995,8167,5,7
Lundi,29,Mai,1995,8379,5,1
Mardi,30,Mai,1995,11271,5,2
Mercredi,31,Mai,1995,12393,5,3
Jeudi,1,Juin,1995,12243,6,4
Vendredi,2,Juin,1995,11991,6,5
Samedi,3,Juin,1995,9069,6,6
Dimanche,4,Juin,1995,8059,6,7
Lundi,5,Juin,1995,11152,6,1
Mardi,6,Juin,1995,12119,6,2
Mercredi,7,Juin,1995,11774,6,3
Jeudi,8,Juin,1995,12031,6,4
Vendredi,9,Juin,1995,11645,6,5
Samedi,10,Juin,1995,8719,6,6
Dimanche,11,Juin,1995,8149,6,7
Lundi,12,Juin,1995,11169,6,1
Mardi,13,Juin,1995,11790,6,2
Mercredi,14,Juin,1995,11958,6,3
Jeudi,15,Juin,1995,11906,6,4
Vendredi,16,Juin,1995,11856,6,5
Samedi,17,Juin,1995,8821,6,6
Dimanche,18,Juin,1995,8203,6,7
Lundi,19,Juin,1995,11223,6,1
Mardi,20,Juin,1995,12395,6,2
Mercredi,21,Juin,1995,12049,6,3
Jeudi,22,Juin,1995,11799,6,4
Vendredi,23,Juin,1995,11942,6,5
Samedi,24,Juin,1995,9065,6,6
Dimanche,25,Juin,1995,8279,6,7
Lundi,26,Juin,1995,11127,6,1
Mardi,27,Juin,1995,12349,6,2
Mercredi,28,Juin,1995,12162,6,3
Jeudi,29,Juin,1995,12423,6,4
Vendredi,30,Juin,1995,12338,6,5
Samedi,1,Juillet,1995,9283,7,6
Dimanche,2,Juillet,1995,8256,7,7
Lundi,3,Juillet,1995,10623,7,1
Mardi,4,Juillet,1995,9374,7,2
Mercredi,5,Juillet,1995,11399,7,3
Jeudi,6,Juillet,1995,12855,7,4
Vendredi,7,Juillet,1995,12954,7,5
Samedi,8,Juillet,1995,9438,7,6
Dimanche,9,Juillet,1995,8506,7,7
Lundi,10,Juillet,1995,11618,7,1
Mardi,11,Juillet,1995,12552,7,2
Mercredi,12,Juillet,1995,12167,7,3
Jeudi,13,Juillet,1995,12253,7,4
Vendredi,14,Juillet,1995,12659,7,5
Samedi,15,Juillet,1995,9391,7,6
Dimanche,16,Juillet,1995,8516,7,7
Lundi,17,Juillet,1995,11461,7,1
Mardi,18,Juillet,1995,12495,7,2
Mercredi,19,Juillet,1995,12129,7,3
Jeudi,20,Juillet,1995,12598,7,4
Vendredi,21,Juillet,1995,12428,7,5
Samedi,22,Juillet,1995,9328,7,6
Dimanche,23,Juillet,1995,8483,7,7
Lundi,24,Juillet,1995,11501,7,1
Mardi,25,Juillet,1995,12580,7,2
Mercredi,26,Juillet,1995,12316,7,3
Jeudi,27,Juillet,1995,12309,7,4
Vendredi,28,Juillet,1995,12442,7,5
Samedi,29,Juillet,1995,9277,7,6
Dimanche,30,Juillet,1995,8384,7,7
Lundi,31,Juillet,1995,11298,7,1
Mardi,1,Aout,1995,12442,8,2
Mercredi,2,Aout,1995,12249,8,3
Jeudi,3,Aout,1995,12193,8,4
Vendredi,4,Aout,1995,12186,8,5
Samedi,5,Aout,1995,9267,8,6
Dimanche,6,Aout,1995,8346,8,7
Lundi,7,Aout,1995,11223,8,1
Mardi,8,Aout,1995,12441,8,2
Mercredi,9,Aout,1995,12217,8,3
Jeudi,10,Aout,1995,12243,8,4
Vendredi,11,Aout,1995,12154,8,5
Samedi,12,Aout,1995,9153,8,6
Dimanche,13,Aout,1995,8421,8,7
Lundi,14,Aout,1995,11297,8,1
Mardi,15,Aout,1995,12760,8,2
Mercredi,16,Aout,1995,12244,8,3
Jeudi,17,Aout,1995,12345,8,4
Vendredi,18,Aout,1995,12362,8,5
Samedi,19,Aout,1995,9265,8,6
Dimanche,20,Aout,1995,8434,8,7
Lundi,21,Aout,1995,11436,8,1
Mardi,22,Aout,1995,12612,8,2
Mercredi,23,Aout,1995,12083,8,3
Jeudi,24,Aout,1995,12381,8,4
Vendredi,25,Aout,1995,12208,8,5
Samedi,26,Aout,1995,9155,8,6
Dimanche,27,Aout,1995,8509,8,7
Lundi,28,Aout,1995,11473,8,1
Mardi,29,Aout,1995,12522,8,2
Mercredi,30,Aout,1995,12631,8,3
Jeudi,31,Aout,1995,12485,8,4
Vendredi,1,Septembre,1995,12439,9,5
Samedi,2,Septembre,1995,9079,9,6
Dimanche,3,Septembre,1995,8438,9,7
Lundi,4,Septembre,1995,8441,9,1
Mardi,5,Septembre,1995,11682,9,2
Mercredi,6,Septembre,1995,12951,9,3
Jeudi,7,Septembre,1995,12924,9,4
Vendredi,8,Septembre,1995,12939,9,5
Samedi,9,Septembre,1995,9714,9,6
Dimanche,10,Septembre,1995,8568,9,7
Lundi,11,Septembre,1995,11480,9,1
Mardi,12,Septembre,1995,12583,9,2
Mercredi,13,Septembre,1995,12173,9,3
Jeudi,14,Septembre,1995,12789,9,4
Vendredi,15,Septembre,1995,13023,9,5
Samedi,16,Septembre,1995,9535,9,6
Dimanche,17,Septembre,1995,8757,9,7
Lundi,18,Septembre,1995,11729,9,1
Mardi,19,Septembre,1995,12692,9,2
Mercredi,20,Septembre,1995,12571,9,3
Jeudi,21,Septembre,1995,12663,9,4
